Course Instance,Student id,Status,Grade,Course code
I-2442,19870308-0083,completed,5.0,1057
I-1917,19870308-0083,completed,5.0,1233
I-3481,19870308-0083,completed,3.0,1188
I-2027,19870308-0083,completed,3.0,1253
I-4959,19870308-0083,completed,4.0,1228
I-4005,19870308-0083,completed,4.0,1233
I-2033,19870308-0083,completed,4.0,1203
I-32,19870308-0083,completed,3.0,1186
I-5075,19870308-0083,completed,3.0,1004
I-248,19870308-0083,completed,3.0,1122
I-2148,19870308-0083,completed,3.0,1133
I-3583,19851112-0084,completed,4.0,1184
I-3584,19851112-0084,completed,5.0,1174
I-136,19851112-0084,completed,4.0,1144
I-3586,19851112-0084,completed,4.0,1071
I-3699,19851112-0084,completed,5.0,1257
I-3912,19851112-0084,completed,5.0,1135
I-2364,19851112-0084,completed,3.0,1263
I-40,19851112-0084,completed,4.0,1158
I-4936,19861015-0085,completed,3.0,1240
I-4937,19861015-0085,completed,4.0,1036
I-4938,19861015-0085,completed,5.0,1235
I-4939,19861015-0085,completed,3.0,1098
I-5052,19861015-0085,completed,5.0,1297
I-3271,19861015-0085,completed,3.0,1096
I-5370,19861015-0085,completed,4.0,1126
I-5053,19861015-0085,completed,5.0,1175
I-4635,19861015-0085,completed,3.0,1148
I-2442,19861015-0085,completed,5.0,1057
I-967,19861015-0085,completed,3.0,1054
I-5057,19861015-0085,completed,3.0,1289
I-1184,19861015-0085,completed,5.0,1220
I-1195,19861015-0085,completed,5.0,1294
I-5171,19861015-0085,completed,3.0,1160
I-4530,19861015-0085,completed,4.0,1136
I-3687,19861015-0085,completed,4.0,1258
I-4405,19870304-0086,completed,3.0,1134
I-4839,19870304-0086,completed,4.0,1114
I-3,19870304-0086,completed,3.0,1190
I-4407,19870304-0086,completed,3.0,1279
I-2434,19870304-0086,completed,5.0,1116
I-3881,19870304-0086,completed,5.0,1154
I-3990,19870304-0086,completed,5.0,1041
I-3264,19870304-0086,completed,5.0,1206
I-4522,19870304-0086,completed,3.0,1290
I-3372,19870304-0086,completed,5.0,1189
I-4744,19870304-0086,completed,4.0,1096
I-5052,19870304-0086,completed,5.0,1297
I-3260,19870901-0087,completed,3.0,1030
I-3261,19870901-0087,completed,3.0,1152
I-3262,19870901-0087,completed,5.0,1011
I-5361,19870901-0087,completed,5.0,1296
I-4936,19870813-0088,completed,5.0,1240
I-2120,19870813-0088,completed,3.0,1176
I-2957,19870813-0088,completed,4.0,1298
I-2119,19870813-0088,completed,4.0,1026
I-2337,19871013-0089,completed,3.0,1211
I-2748,19871013-0089,completed,4.0,1156
I-3773,19871013-0089,completed,3.0,1257
I-1799,19871013-0089,completed,3.0,1251
I-756,19871013-0089,completed,4.0,1170
I-1173,19871013-0089,completed,5.0,1146
I-1913,19871013-0089,completed,4.0,1141
I-2646,19871013-0089,completed,4.0,1202
I-4422,19871013-0089,completed,5.0,1193
I-3271,19871013-0089,completed,3.0,1096
I-2025,19871013-0089,completed,5.0,1082
I-2878,19871013-0089,completed,4.0,1247
I-2138,19871013-0089,completed,3.0,1252
I-2142,19871013-0089,completed,4.0,1215
I-2144,19871013-0089,completed,4.0,1026
I-543,19881120-0090,completed,3.0,1272
I-4629,19881120-0090,completed,5.0,1088
I-4630,19881120-0090,completed,5.0,1227
I-3577,19881120-0090,completed,5.0,1146
I-5069,19881120-0090,completed,5.0,1153
I-4750,19881120-0090,completed,5.0,1177
I-2563,19881120-0090,completed,3.0,1114
I-4748,19881120-0090,completed,3.0,1152
I-27,19881120-0090,completed,3.0,1290
I-4752,19881120-0090,completed,3.0,1059
I-1294,19881120-0090,completed,4.0,1095
I-2565,19881120-0090,completed,4.0,1233
I-3905,19881120-0090,completed,3.0,1242
I-5077,19881120-0090,completed,4.0,1252
I-4865,19881120-0090,completed,4.0,1224
I-3999,19870209-0091,completed,3.0,1109
I-5373,19870209-0091,completed,4.0,1127
I-4633,19870209-0091,completed,4.0,1197
I-5162,19870209-0091,completed,5.0,1168
I-4425,19870209-0091,completed,3.0,1112
I-1930,19870209-0091,completed,5.0,1058
I-4426,19870209-0091,completed,3.0,1238
I-4427,19870209-0091,completed,5.0,1188
I-1823,19870209-0091,completed,5.0,1118
I-4543,19870209-0091,completed,3.0,1054
I-4544,19870209-0091,completed,3.0,1243
I-4546,19870209-0091,completed,5.0,1061
I-3158,19870921-0092,completed,5.0,1050
I-3159,19870921-0092,completed,5.0,1263
I-3163,19870921-0092,completed,5.0,1214
I-3162,19870921-0092,completed,3.0,1233
I-3267,19870921-0092,completed,4.0,1201
I-3268,19870921-0092,completed,4.0,1157
I-3269,19870921-0092,completed,5.0,1295
I-3270,19870921-0092,completed,5.0,1072
I-1280,19890202-0093,completed,5.0,1253
I-1281,19890202-0093,completed,4.0,1073
I-1182,19890202-0093,completed,4.0,1030
I-5165,19890202-0093,completed,3.0,1067
I-4109,19890202-0093,completed,3.0,1050
I-1606,19890202-0093,completed,5.0,1015
I-1286,19890202-0093,completed,5.0,1200
I-1288,19890202-0093,completed,3.0,1115
I-1289,19890202-0093,completed,3.0,1104
I-1285,19890202-0093,completed,4.0,1297
I-1401,19890202-0093,completed,3.0,1187
I-4322,19890202-0093,completed,3.0,1061
I-1406,19890202-0093,completed,3.0,1021
I-1409,19890202-0093,completed,4.0,1091
I-3279,19860321-0097,completed,3.0,1277
I-2657,19860321-0097,completed,3.0,1276
I-2035,19860321-0097,completed,5.0,1135
I-2660,19860321-0097,completed,4.0,1057
I-976,19860321-0097,completed,5.0,1156
I-2980,19860321-0097,completed,5.0,1023
I-3080,19860321-0097,completed,3.0,1061
I-2662,19860321-0097,completed,5.0,1109
I-2661,19860321-0097,completed,5.0,1202
I-2570,19860321-0097,completed,5.0,1256
I-781,19860321-0097,completed,3.0,1006
I-2261,19860321-0097,completed,4.0,1059
I-4131,19860321-0097,completed,3.0,1058
I-2776,19860321-0097,completed,4.0,1143
I-2779,19860321-0097,completed,4.0,1047
I-5181,19860321-0097,completed,3.0,1269
I-1206,19860321-0097,completed,4.0,1134
I-2784,19860321-0097,completed,3.0,1021
I-5,19871128-0099,completed,4.0,1264
I-3161,19871128-0099,completed,3.0,1247
I-5359,19871128-0099,completed,5.0,1172
I-5366,19871128-0099,completed,5.0,1010
I-2655,19790702-0038,completed,3.0,1121
I-3580,19790702-0038,completed,5.0,1171
I-326,19790702-0038,completed,4.0,1211
I-5467,19790702-0038,completed,3.0,1002
I-25,19790702-0038,completed,5.0,1269
I-442,19790702-0038,completed,5.0,1138
I-443,19790702-0038,completed,4.0,1251
I-444,19790702-0038,completed,4.0,1242
I-4544,19790702-0038,completed,5.0,1243
I-563,19790702-0038,completed,3.0,1134
I-1093,19790702-0038,completed,4.0,1273
I-680,19790702-0038,completed,5.0,1281
I-3670,19790717-0045,completed,5.0,1143
I-3671,19790717-0045,completed,3.0,1088
I-3672,19790717-0045,completed,3.0,1247
I-3673,19790717-0045,completed,4.0,1055
I-4092,19780815-0047,completed,3.0,1039
I-4094,19780815-0047,completed,3.0,1157
I-4096,19780815-0047,completed,4.0,1273
I-642,19780815-0047,completed,4.0,1187
I-4419,19780815-0047,completed,4.0,1153
I-4209,19780815-0047,completed,3.0,1129
I-2129,19780815-0047,completed,4.0,1140
I-4212,19780815-0047,completed,5.0,1087
I-3678,19780815-0047,completed,5.0,1294
I-227,19780815-0047,completed,3.0,1255
I-2971,19780815-0047,completed,5.0,1078
I-5162,19780815-0047,completed,3.0,1168
I-2430,19790426-0049,completed,5.0,1049
I-3992,19790426-0049,completed,4.0,1255
I-5152,19790426-0049,completed,4.0,1219
I-4736,19790426-0049,completed,4.0,1073
I-2547,19790426-0049,completed,4.0,1299
I-2548,19790426-0049,completed,4.0,1279
I-2549,19790426-0049,completed,4.0,1242
I-2550,19790426-0049,completed,3.0,1213
I-1174,19780317-0052,completed,4.0,1046
I-2637,19780317-0052,completed,5.0,1232
I-3264,19780317-0052,completed,4.0,1206
I-2644,19780317-0052,completed,4.0,1092
I-2233,19780317-0052,completed,4.0,1097
I-2757,19780317-0052,completed,4.0,1225
I-22,19780317-0052,completed,5.0,1048
I-3070,19780317-0052,completed,4.0,1284
I-3377,19781130-0054,completed,3.0,1274
I-1916,19781130-0054,completed,5.0,1057
I-2975,19781130-0054,completed,4.0,1007
I-2445,19781130-0054,completed,5.0,1228
I-2555,19781130-0054,completed,4.0,1091
I-2556,19781130-0054,completed,3.0,1077
I-2557,19781130-0054,completed,4.0,1233
I-4959,19781130-0054,completed,4.0,1228
I-4097,19761009-0055,completed,5.0,1236
I-3162,19761009-0055,completed,3.0,1233
I-432,19761009-0055,completed,5.0,1035
I-430,19761009-0055,completed,3.0,1149
I-539,19761009-0055,completed,4.0,1164
I-2132,19761009-0055,completed,4.0,1234
I-541,19761009-0055,completed,4.0,1112
I-542,19761009-0055,completed,3.0,1045
I-4729,19750122-0056,completed,5.0,1117
I-425,19750122-0056,completed,5.0,1183
I-3,19750122-0056,completed,3.0,1190
I-3779,19750122-0056,completed,4.0,1196
I-3994,19770224-0058,completed,5.0,1200
I-1274,19770224-0058,completed,3.0,1282
I-5152,19770224-0058,completed,5.0,1219
I-1278,19770224-0058,completed,5.0,1076
I-1391,19770224-0058,completed,5.0,1287
I-2870,19770224-0058,completed,4.0,1125
I-1397,19770224-0058,completed,3.0,1196
I-3810,19970308-0000,not started,,1278
I-4245,19970308-0000,completed,4.0,1061
I-3814,19970308-0000,registered,,1117
I-3196,19970308-0000,registered,,1253
I-3923,19970308-0000,registered,,1037
I-3927,19970308-0000,withdrawn,,1146
I-586,19970308-0000,registered,,1271
I-584,19970308-0000,registered,,1112
I-4043,19970308-0000,not started,,1066
I-4685,19970308-0000,withdrawn,,1007
I-4047,19970308-0000,withdrawn,,1115
I-2913,19970308-0000,registered,,1290
I-343,19960213-0001,completed,3.0,1291
I-344,19960213-0001,withdrawn,,1028
I-140,19960213-0001,not started,,1258
I-345,19960213-0001,not started,,1265
I-4865,19960213-0001,registered,,1224
I-352,19960213-0001,withdrawn,,1031
I-5472,19960213-0001,withdrawn,,1002
I-148,19960213-0001,not started,,1240
I-461,19960213-0001,withdrawn,,1192
I-1727,19960213-0001,not started,,1010
I-5474,19960213-0001,not started,,1002
I-1540,19960213-0001,completed,3.0,1136
I-4989,19960213-0001,registered,,1127
I-264,19960213-0001,not started,,1230
I-1743,19960213-0001,completed,3.0,1112
I-1438,19960213-0001,not started,,1034
I-4563,19960213-0001,withdrawn,,1179
I-3925,19960213-0001,not started,,1271
I-589,19960213-0001,withdrawn,,1174
I-4879,19960213-0001,withdrawn,,1195
I-1009,19960328-0002,not started,,1178
I-1010,19960328-0002,registered,,1080
I-1011,19960328-0002,completed,5.0,1240
I-1012,19960328-0002,not started,,1009
I-2186,19960328-0002,withdrawn,,1286
I-1133,19960328-0002,completed,3.0,1148
I-1132,19960328-0002,registered,,1294
I-1134,19960328-0002,completed,5.0,1277
I-3643,19960328-0002,completed,3.0,1254
I-1248,19960328-0002,registered,,1040
I-1247,19960328-0002,withdrawn,,1042
I-3334,19960328-0002,registered,,1279
I-1246,19960328-0002,registered,,1262
I-1251,19960328-0002,registered,,1177
I-5328,19960328-0002,not started,,1256
I-2826,19960328-0002,not started,,1134
I-1252,19960328-0002,registered,,1145
I-718,19980905-0003,withdrawn,,1231
I-5128,19980905-0003,not started,,1026
I-194,19980905-0003,registered,,1029
I-2307,19980905-0003,withdrawn,,1137
I-836,19980905-0003,completed,5.0,1035
I-1362,19980905-0003,not started,,1233
I-838,19980905-0003,completed,3.0,1213
I-5134,19980905-0003,withdrawn,,1109
I-944,19980905-0003,not started,,1288
I-945,19980905-0003,not started,,1207
I-949,19980905-0003,withdrawn,,1101
I-5463,19980905-0003,registered,,1092
I-947,19980905-0003,completed,4.0,1183
I-5147,19980905-0003,not started,,1184
I-3400,19970413-0004,completed,3.0,1283
I-4766,19970413-0004,completed,3.0,1210
I-3403,19970413-0004,not started,,1247
I-3508,19970413-0004,completed,4.0,1233
I-2170,19970413-0004,registered,,1281
I-1006,19970413-0004,registered,,1148
I-1534,19970413-0004,registered,,1187
I-2802,19970413-0004,registered,,1074
I-1561,19990816-0005,withdrawn,,1277
I-1564,19990816-0005,registered,,1141
I-3645,19990816-0005,registered,,1189
I-1567,19990816-0005,completed,3.0,1185
I-1669,19990816-0005,not started,,1156
I-1670,19990816-0005,registered,,1136
I-1671,19990816-0005,withdrawn,,1244
I-5446,19990816-0005,completed,4.0,1067
I-4185,19990816-0005,withdrawn,,1165
I-4921,19990816-0005,withdrawn,,1063
I-1675,19990816-0005,completed,3.0,1249
I-1680,19990816-0005,registered,,1007
I-1363,19990816-0005,registered,,1190
I-1679,19990816-0005,completed,3.0,1050
I-5003,19990626-0006,not started,,1275
I-5319,19990626-0006,not started,,1102
I-5320,19990626-0006,withdrawn,,1227
I-5321,19990626-0006,not started,,1201
I-5322,19990626-0006,not started,,1155
I-4483,19990626-0006,withdrawn,,1022
I-3124,19990626-0006,completed,5.0,1197
I-5324,19990626-0006,registered,,1152
I-5325,19990626-0006,registered,,1057
I-5436,19990626-0006,registered,,1046
I-5437,19990626-0006,withdrawn,,1009
I-2510,19990626-0006,registered,,1178
I-5439,19990626-0006,not started,,1170
I-377,19950304-0007,withdrawn,,1289
I-4354,19950304-0007,withdrawn,,1089
I-4355,19950304-0007,withdrawn,,1124
I-4362,19950304-0007,not started,,1137
I-4476,19950304-0007,completed,3.0,1046
I-4477,19950304-0007,completed,4.0,1271
I-4478,19950304-0007,registered,,1201
I-4479,19950304-0007,registered,,1258
I-1355,19950304-0007,not started,,1159
I-2303,19950304-0007,completed,3.0,1281
I-726,19950304-0007,not started,,1137
I-4597,19950304-0007,completed,3.0,1160
I-2168,19991025-0008,not started,,1206
I-2386,19991025-0008,registered,,1041
I-2274,19991025-0008,not started,,1240
I-1435,19991025-0008,not started,,1145
I-2276,19991025-0008,registered,,1119
I-2277,19991025-0008,registered,,1091
I-2691,19991025-0008,not started,,1060
I-2280,19991025-0008,completed,5.0,1086
I-3926,19991025-0008,completed,3.0,1264
I-5095,19991025-0008,withdrawn,,1220
I-4361,19991025-0008,not started,,1211
I-3313,19991025-0008,withdrawn,,1061
I-2395,19991025-0008,withdrawn,,1047
I-2391,19991025-0008,withdrawn,,1206
I-2912,19950606-0009,completed,3.0,1185
I-2915,19950606-0009,completed,5.0,1067
I-4045,19950606-0009,withdrawn,,1290
I-2916,19950606-0009,completed,4.0,1005
I-5418,19950606-0009,registered,,1197
I-4887,19950606-0009,completed,4.0,1276
I-3119,19950606-0009,withdrawn,,1279
I-3319,19950606-0009,completed,5.0,1191
I-2920,19950606-0009,withdrawn,,1136
I-71,19950606-0009,registered,,1135
I-3023,19950606-0009,not started,,1297
I-4904,19950606-0009,not started,,1100
I-1348,19950606-0009,not started,,1156
I-714,19950606-0009,withdrawn,,1175
I-395,19951026-0010,registered,,1224
I-396,19951026-0010,completed,4.0,1055
I-1143,19951026-0010,completed,3.0,1047
I-192,19951026-0010,completed,3.0,1236
I-2935,19951026-0010,completed,5.0,1166
I-403,19951026-0010,registered,,1045
I-5526,19951026-0010,not started,,1300
I-402,19951026-0010,not started,,1073
I-5503,19951026-0010,not started,,1001
I-401,19951026-0010,not started,,1149
I-5482,19951026-0010,not started,,1002
I-2621,19951026-0010,not started,,1242
I-4072,19951026-0010,completed,3.0,1167
I-515,19951026-0010,not started,,1202
I-516,19951026-0010,registered,,1148
I-1380,19951026-0010,registered,,1138
I-631,19951026-0010,not started,,1115
I-632,19951026-0010,registered,,1242
I-639,19951026-0010,registered,,1118
I-3023,19990305-0011,registered,,1297
I-2713,19990305-0011,not started,,1055
I-818,19990305-0011,withdrawn,,1104
I-2715,19990305-0011,registered,,1124
I-2822,19990305-0011,registered,,1086
I-1570,19990305-0011,registered,,1032
I-2308,19990305-0011,completed,4.0,1087
I-4385,19990305-0011,registered,,1072
I-3431,19970727-0012,registered,,1242
I-3434,19970727-0012,completed,5.0,1112
I-3435,19970727-0012,not started,,1269
I-3437,19970727-0012,withdrawn,,1113
I-4383,19970727-0012,not started,,1153
I-3034,19970727-0012,completed,3.0,1223
I-3538,19970727-0012,withdrawn,,1143
I-3540,19970727-0012,completed,3.0,1003
I-5297,19990219-0013,withdrawn,,1292
I-687,19990219-0013,withdrawn,,1250
I-690,19990219-0013,withdrawn,,1073
I-688,19990219-0013,not started,,1293
I-796,19990219-0013,not started,,1142
I-799,19990219-0013,withdrawn,,1135
I-370,19990219-0013,not started,,1092
I-801,19990219-0013,completed,3.0,1199
I-2808,19990219-0013,withdrawn,,1225
I-3430,19990219-0013,not started,,1078
I-4255,19990219-0013,not started,,1204
I-4154,19990219-0013,completed,3.0,1233
I-4965,19970318-0014,withdrawn,,1229
I-1416,19970318-0014,withdrawn,,1036
I-3089,19970318-0014,withdrawn,,1203
I-883,19970318-0014,registered,,1095
I-4243,19970318-0014,withdrawn,,1209
I-3199,19970318-0014,completed,4.0,1064
I-2376,19970318-0014,registered,,1120
I-3812,19970318-0014,completed,3.0,1253
I-1848,19970318-0014,withdrawn,,1171
I-3306,19970318-0014,withdrawn,,1139
I-3926,19970318-0014,not started,,1264
I-5093,19970318-0014,completed,5.0,1292
I-1514,19970109-0015,withdrawn,,1275
I-991,19970109-0015,registered,,1065
I-1516,19970109-0015,completed,4.0,1234
I-2041,19970109-0015,withdrawn,,1079
I-3608,19970109-0015,withdrawn,,1199
I-2677,19970109-0015,registered,,1277
I-4243,19970109-0015,registered,,1209
I-3510,19970109-0015,not started,,1059
I-2883,19950717-0016,registered,,1107
I-2884,19950717-0016,not started,,1225
I-143,19950717-0016,not started,,1008
I-2891,19950717-0016,not started,,1033
I-1309,19950717-0016,not started,,1260
I-2997,19950717-0016,registered,,1060
I-2901,19950717-0016,not started,,1218
I-4139,19950717-0016,completed,4.0,1165
I-1966,19990705-0017,withdrawn,,1082
I-2922,19990705-0017,withdrawn,,1055
I-3622,19990705-0017,withdrawn,,1214
I-3624,19990705-0017,completed,3.0,1131
I-3625,19990705-0017,completed,3.0,1017
I-2598,19990705-0017,completed,5.0,1154
I-1547,19990705-0017,withdrawn,,1255
I-3628,19990705-0017,registered,,1199
I-2912,19990705-0017,completed,3.0,1185
I-3737,19990705-0017,completed,4.0,1281
I-3738,19990705-0017,withdrawn,,1171
I-3331,19990705-0017,withdrawn,,1099
I-5009,19990705-0017,withdrawn,,1139
I-4669,19971007-0018,registered,,1083
I-3511,19971007-0018,registered,,1281
I-4671,19971007-0018,not started,,1061
I-4676,19971007-0018,registered,,1076
I-4786,19971007-0018,withdrawn,,1250
I-172,19971007-0018,not started,,1024
I-4789,19971007-0018,registered,,1179
I-4792,19971007-0018,registered,,1164
I-4896,19971007-0018,withdrawn,,1180
I-2089,19971007-0018,registered,,1035
I-4897,19971007-0018,withdrawn,,1101
I-4899,19971007-0018,not started,,1032
I-3502,19990124-0019,not started,,1098
I-4454,19990124-0019,registered,,1011
I-2678,19990124-0019,completed,5.0,1260
I-2684,19990124-0019,completed,4.0,1134
I-2794,19990124-0019,not started,,1249
I-2795,19990124-0019,completed,4.0,1073
I-2800,19990124-0019,completed,5.0,1223
I-2796,19990124-0019,completed,3.0,1294
I-1226,19990124-0019,withdrawn,,1172
I-2799,19990124-0019,completed,5.0,1006
I-5201,19990124-0019,withdrawn,,1287
I-2802,19990124-0019,registered,,1074
I-2801,19990124-0019,completed,3.0,1183
I-2803,19990124-0019,not started,,1038
I-4124,19990831-0020,registered,,1232
I-2565,19990831-0020,withdrawn,,1233
I-4126,19990831-0020,withdrawn,,1037
I-985,19990831-0020,registered,,1227
I-4237,19990831-0020,registered,,1248
I-4238,19990831-0020,withdrawn,,1127
I-2896,19990831-0020,registered,,1075
I-2166,19990831-0020,withdrawn,,1037
I-3848,19971122-0021,registered,,1278
I-3849,19971122-0021,withdrawn,,1022
I-1667,19971122-0021,not started,,1187
I-3851,19971122-0021,completed,5.0,1128
I-2937,19971122-0021,withdrawn,,1013
I-3856,19971122-0021,withdrawn,,1246
I-3857,19971122-0021,not started,,1216
I-1562,19971122-0021,completed,4.0,1265
I-3858,19971122-0021,withdrawn,,1105
I-5242,19971122-0021,not started,,1194
I-3966,19971122-0021,registered,,1109
I-3859,19971122-0021,completed,5.0,1289
I-4714,19971122-0021,withdrawn,,1058
I-4081,19971122-0021,not started,,1225
I-4291,19971122-0021,withdrawn,,1201
I-4083,19971122-0021,registered,,1272
I-4085,19971122-0021,not started,,1254
I-4086,19971122-0021,withdrawn,,1233
I-1483,19971122-0021,withdrawn,,1269
I-4087,19971122-0021,registered,,1296
I-4088,19971122-0021,withdrawn,,1199
I-2630,19971122-0021,registered,,1027
I-3087,19980414-0022,withdrawn,,1229
I-4966,19980414-0022,completed,3.0,1205
I-3599,19980414-0022,withdrawn,,1194
I-2668,19980414-0022,completed,4.0,1035
I-2460,19980414-0022,not started,,1175
I-3592,19980414-0022,withdrawn,,1017
I-4971,19980414-0022,completed,4.0,1176
I-4970,19980414-0022,not started,,1266
I-5080,19980414-0022,not started,,1179
I-5081,19980414-0022,registered,,1094
I-5195,19980414-0022,registered,,1245
I-5083,19980414-0022,completed,4.0,1202
I-363,19980414-0022,completed,5.0,1104
I-5200,19980414-0022,registered,,1103
I-2380,19980414-0022,completed,5.0,1287
I-1117,19980414-0022,not started,,1206
I-3292,19980609-0023,registered,,1107
I-2884,19980609-0023,withdrawn,,1225
I-2885,19980609-0023,registered,,1008
I-253,19980609-0023,not started,,1052
I-1309,19980609-0023,not started,,1260
I-1317,19980609-0023,not started,,1060
I-2999,19980609-0023,completed,5.0,1165
I-3000,19980609-0023,withdrawn,,1011
I-3292,19980212-0024,withdrawn,,1107
I-2884,19980212-0024,completed,3.0,1225
I-5285,19980212-0024,not started,,1052
I-5284,19980212-0024,not started,,1136
I-2678,19980212-0024,withdrawn,,1260
I-153,19980212-0024,registered,,1060
I-2998,19980212-0024,withdrawn,,1218
I-4556,19980212-0024,not started,,1036
I-3097,19990805-0025,withdrawn,,1011
I-3099,19990805-0025,registered,,1095
I-4343,19990805-0025,completed,3.0,1042
I-3103,19990805-0025,registered,,1066
I-1112,19990805-0025,completed,5.0,1192
I-3206,19990805-0025,completed,4.0,1115
I-3207,19990805-0025,completed,3.0,1210
I-3208,19990805-0025,completed,3.0,1188
I-1756,19990805-0025,registered,,1061
I-906,19990805-0025,not started,,1078
I-2078,19990805-0025,registered,,1177
I-3428,19990805-0025,withdrawn,,1271
I-4124,19970609-0026,completed,5.0,1232
I-684,19970609-0026,registered,,1037
I-2565,19970609-0026,not started,,1233
I-3808,19970609-0026,completed,5.0,1058
I-44,19970609-0026,not started,,1248
I-4238,19970609-0026,withdrawn,,1127
I-5084,19970609-0026,withdrawn,,1075
I-4877,19970609-0026,completed,3.0,1037
I-3087,19951123-0027,registered,,1229
I-4966,19951123-0027,not started,,1205
I-2668,19951123-0027,completed,5.0,1035
I-3599,19951123-0027,not started,,1194
I-2460,19951123-0027,completed,3.0,1175
I-2567,19951123-0027,withdrawn,,1161
I-4970,19951123-0027,completed,3.0,1266
I-4973,19951123-0027,withdrawn,,1017
I-5080,19951123-0027,withdrawn,,1179
I-5081,19951123-0027,registered,,1094
I-5082,19951123-0027,not started,,1245
I-5083,19951123-0027,not started,,1202
I-1956,19951123-0027,not started,,1104
I-5200,19951123-0027,not started,,1103
I-2797,19951123-0027,completed,3.0,1287
I-5202,19951123-0027,withdrawn,,1206
I-4571,19960701-0028,withdrawn,,1159
I-4255,19960701-0028,not started,,1204
I-3423,19960701-0028,not started,,1020
I-1543,19960701-0028,not started,,1298
I-1459,19960701-0028,withdrawn,,1116
I-2400,19960701-0028,withdrawn,,1080
I-1657,19960701-0028,withdrawn,,1188
I-1659,19960701-0028,registered,,1079
I-1658,19960701-0028,registered,,1179
I-1655,19960701-0028,completed,5.0,1051
I-4124,19960220-0029,not started,,1232
I-684,19960220-0029,registered,,1037
I-4130,19960220-0029,completed,4.0,1110
I-352,19960220-0029,withdrawn,,1031
I-254,19960220-0029,not started,,1248
I-4238,19960220-0029,withdrawn,,1127
I-2896,19960220-0029,not started,,1075
I-2166,19960220-0029,registered,,1037
I-3131,19990211-0030,completed,5.0,1246
I-614,19990211-0030,withdrawn,,1025
I-3133,19990211-0030,not started,,1181
I-2508,19990211-0030,withdrawn,,1267
I-3970,19990211-0030,not started,,1091
I-4389,19990211-0030,completed,3.0,1076
I-3242,19990211-0030,completed,5.0,1106
I-3243,19990211-0030,withdrawn,,1039
I-3354,19990211-0030,not started,,1270
I-3355,19990211-0030,completed,3.0,1153
I-3356,19990211-0030,not started,,1139
I-1053,19990211-0030,not started,,1216
I-2699,19961018-0031,completed,5.0,1180
I-2700,19961018-0031,completed,5.0,1105
I-2069,19961018-0031,completed,4.0,1194
I-1449,19961018-0031,registered,,1094
I-3020,19961018-0031,registered,,1107
I-1125,19961018-0031,completed,3.0,1176
I-5423,19961018-0031,withdrawn,,1263
I-2175,19961018-0031,registered,,1230
I-280,19961018-0031,withdrawn,,1090
I-1750,19961018-0031,completed,3.0,1122
I-2190,19961018-0031,withdrawn,,1299
I-2814,19961018-0031,not started,,1196
I-5221,19961018-0031,completed,4.0,1221
I-3842,19961018-0031,completed,3.0,1031
I-267,19960307-0032,registered,,1205
I-585,19960307-0032,withdrawn,,1034
I-3611,19960307-0032,completed,3.0,1100
I-2481,19960307-0032,not started,,1185
I-1635,19960307-0032,registered,,1159
I-2483,19960307-0032,completed,3.0,1266
I-3005,19960307-0032,not started,,1286
I-1322,19960307-0032,completed,3.0,1101
I-2591,19960307-0032,withdrawn,,1236
I-1851,19960307-0032,completed,4.0,1031
I-2804,19960307-0032,registered,,1239
I-3732,19960307-0032,withdrawn,,1225
I-5017,19960822-0033,withdrawn,,1274
I-4917,19960822-0033,completed,4.0,1014
I-3132,19960822-0033,withdrawn,,1267
I-3038,19960822-0033,registered,,1140
I-4288,19960822-0033,completed,3.0,1258
I-1472,19960822-0033,not started,,1154
I-5130,19960822-0033,withdrawn,,1297
I-1886,19960822-0033,not started,,1275
I-2828,19961012-0034,registered,,1082
I-2931,19961012-0034,not started,,1112
I-2934,19961012-0034,not started,,1218
I-1774,19961012-0034,withdrawn,,1104
I-3042,19961012-0034,not started,,1090
I-1881,19961012-0034,withdrawn,,1112
I-3048,19961012-0034,withdrawn,,1118
I-3043,19961012-0034,not started,,1213
I-1931,19960610-0035,withdrawn,,1271
I-4866,19960610-0035,not started,,1104
I-142,19960610-0035,registered,,1094
I-1934,19960610-0035,completed,4.0,1181
I-4975,19960610-0035,withdrawn,,1122
I-2049,19960610-0035,completed,5.0,1084
I-1424,19960610-0035,registered,,1224
I-2264,19960610-0035,withdrawn,,1268
I-3921,19960610-0035,withdrawn,,1182
I-2679,19960610-0035,completed,3.0,1147
I-2683,19960610-0035,completed,4.0,1233
I-2054,19960610-0035,withdrawn,,1272
I-2167,19960610-0035,registered,,1266
I-2168,19960610-0035,registered,,1206
I-2169,19960610-0035,registered,,1295
I-2687,19960610-0035,withdrawn,,1281
I-4367,19990302-0036,completed,3.0,1273
I-3840,19990302-0036,not started,,1211
I-75,19990302-0036,not started,,1155
I-606,19990302-0036,registered,,1256
I-4173,19990302-0036,not started,,1110
I-4275,19990302-0036,not started,,1098
I-4274,19990302-0036,registered,,1262
I-3234,19990302-0036,withdrawn,,1118
I-4669,19950801-0037,not started,,1083
I-4670,19950801-0037,not started,,1281
I-4671,19950801-0037,completed,4.0,1061
I-2279,19950801-0037,withdrawn,,1220
I-4157,19950801-0037,withdrawn,,1250
I-1645,19950801-0037,withdrawn,,1024
I-4790,19950801-0037,registered,,1004
I-4796,19950801-0037,withdrawn,,1037
I-4896,19950801-0037,completed,4.0,1180
I-2089,19950801-0037,registered,,1035
I-4900,19950801-0037,registered,,1276
